Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End
1337x.to,0,0,1,3,0,0,0,0,0,0,1,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
web.de,0,0,1,6,0,0,0,0,0,0,1,1
espn.go.com,0,0,1,7,0,0,0,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
katproxy.com,0,0,1,2,0,0,0,0,0,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1
techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,1
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0
allrecipes.com,0,0,1,5,0,0,0,0,0,0,0,1
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
hubpages.com,0,0,1,2,0,0,0,0,0,0,0,1
babal.net,0,0,1,3,0,0,0,0,0,1,0,1
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,0,0,0
perezhilton.com,0,0,1,1,0,0,0,0,0,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,0,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,0,1
elitedaily.com,0,0,1,4,0,0,0,0,0,0,0,0
nesn.com,0,0,1,3,0,0,0,0,0,0,0,1
persianblog.ir,0,0,1,3,0,0,0,0,0,0,1,1
myspace.com,0,0,1,4,0,0,0,0,0,0,0,0
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
maybank2u.com.my,0,0,1,4,0,0,0,0,0,0,1,1
metro.co.uk,0,0,1,4,0,0,0,0,0,0,1,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0
xhamster.com,0,0,1,3,0,0,0,0,0,0,0,1
mashable.com,0,0,1,6,0,0,0,0,0,0,0,0
mediaset.it,0,0,1,3,0,0,0,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,0,0
aljazeera.net,0,0,1,6,0,0,0,0,0,0,0,0
twitter.com,0,0,1,1,0,0,0,0,0,0,0,0
cox.com,0,0,1,4,0,0,1,0,0,0,0,0
vnexpress.net,0,0,1,3,0,0,0,0,0,0,0,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0
olx.ro,0,0,1,5,0,0,0,0,0,0,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,1
correios.com.br,0,0,1,4,0,0,0,0,0,0,1,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,0
olx.ua,0,0,1,3,0,0,0,0,0,0,1,1
sourceforge.net,0,0,1,2,0,0,0,0,0,0,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,0,0,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,0,1,1
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
paytm.com,0,0,1,2,0,0,0,0,0,0,0,0
bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
pornsharing.com,0,0,1,1,0,0,0,0,0,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,0,0,1
tunein.com,0,0,1,5,0,0,0,0,0,0,0,1
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
udn.com,0,0,1,4,0,0,0,0,0,0,0,0
conservativetribune.com,0,0,1,1,0,0,0,0,0,1,0,0
bigcinema.tv,0,0,1,3,0,0,0,0,0,1,0,0
taboola.com,0,0,1,2,0,0,0,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,0,1
medium.com,0,1,1,2,0,0,0,0,0,0,0,1
buzzfil.net,0,0,1,4,0,0,0,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
kotaku.com,0,0,1,2,0,0,0,0,0,0,0,1
khabaronline.ir,0,0,1,5,0,0,0,0,0,0,1,1
olx.co.id,0,0,1,2,0,0,1,0,0,0,0,0
mylust.com,0,0,1,3,0,0,1,0,0,0,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
xvideo-jp.com,0,0,1,3,0,0,0,1,0,0,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
twitter.com,0,0,1,1,0,0,0,0,0,0,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,1
olx.pl,0,0,1,7,0,0,0,0,0,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
yourlust.com,0,0,1,2,0,0,1,0,0,0,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,0,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
thechive.com,0,0,1,4,0,0,0,0,0,0,0,1
udn.com,0,0,1,4,0,0,0,0,0,0,0,0
thenextweb.com,0,0,1,7,0,0,0,0,0,0,0,1
io9.com,0,0,1,4,0,0,0,0,0,0,0,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
tunein.com,0,0,1,5,0,0,0,0,0,0,0,1
syosetu.com,0,0,1,3,0,0,0,0,0,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
allegro.pl,0,0,1,3,0,0,0,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,0,1
kakaku.com,0,0,1,6,0,0,0,0,0,0,0,1
allegro.pl,0,0,1,2,0,0,0,0,0,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
motherless.com,0,0,1,1,0,0,0,0,0,0,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
web.de,0,0,1,6,0,0,0,0,0,0,1,1
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,0,1,0
onedio.com,0,0,1,2,0,0,0,0,0,0,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1
olx.ro,0,0,1,7,0,0,0,0,0,0,0,0
web.de,0,0,1,6,0,0,0,0,0,0,1,1
techcrunch.com,0,0,1,8,0,0,0,0,0,0,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1
fazenda.gov.br,0,0,1,6,0,0,0,0,0,0,1,1
olx.co.id,0,0,1,7,0,0,1,0,0,0,0,0
giphy.com,0,0,1,2,0,0,0,0,0,0,0,0
skyrock.com,0,0,1,2,0,0,0,0,0,0,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,0,0
jezebel.com,0,0,1,3,0,0,0,0,0,0,0,1
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
akhbarelyom.com,0,0,1,5,0,0,0,0,0,0,0,0
espn.go.com,0,0,1,6,0,0,0,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,0,0,1
cheezburger.com,0,0,1,2,0,0,0,0,0,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
pornsharing.com,0,0,1,1,0,0,0,0,0,1,0,0
correios.com.br,0,0,1,6,0,0,0,0,0,0,1,0
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
metro.co.uk,0,0,1,4,0,0,0,0,0,0,1,0
nymag.com,0,0,1,5,0,0,0,0,0,0,0,0
dantri.com.vn,0,0,1,3,0,0,0,0,0,0,1,1
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
lifehacker.com,0,0,1,2,0,0,0,0,0,0,0,0
livetv.sx,0,0,1,3,0,0,0,0,0,0,0,1
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
pitchfork.com,0,0,1,3,0,0,0,0,0,0,0,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,0,1,1
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
allrecipes.com,0,0,1,4,0,0,0,0,0,0,0,1
searchengineland.com,0,0,1,4,0,0,0,0,0,0,0,1
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
getpocket.com,0,0,1,1,1,0,1,0,0,0,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,0,0
slashdot.org,0,0,1,6,0,0,0,0,0,0,0,0
olx.ro,0,0,1,4,0,0,0,0,0,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,0,1
elitedaily.com,0,0,1,4,0,0,0,0,0,0,0,0
skyrock.com,0,0,1,2,0,0,0,0,0,0,0,1
diply.com,0,0,1,3,0,0,0,0,0,0,0,1
lifehacker.com,0,0,1,2,0,0,0,0,0,0,0,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1
katproxy.com,0,0,1,1,0,0,0,0,0,1,0,0
fanpage.gr,0,0,1,3,0,0,0,0,0,0,1,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
caixa.gov.br,0,0,1,4,0,0,0,0,0,0,1,1
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
serverfault.com,0,0,1,3,0,0,1,0,0,0,0,0
rt.com,0,0,1,3,0,0,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,0,1
askubuntu.com,0,0,1,3,0,0,0,0,0,0,0,0
arstechnica.com,0,0,1,4,0,0,0,0,0,0,0,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0
xhamster.com,0,0,1,3,0,0,0,0,0,0,0,1
elevenia.co.id,0,0,1,1,0,0,0,0,0,0,0,0
hubpages.com,0,0,1,1,0,0,0,0,0,0,0,1
grantland.com,0,0,1,2,0,0,0,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
persianblog.ir,0,0,1,4,0,0,0,0,0,0,1,1
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
themeforest.net,0,0,1,1,0,0,0,0,0,0,0,0
fanpage.gr,0,0,1,2,0,0,0,0,0,0,1,1
otomoto.pl,0,0,1,4,0,0,0,0,0,0,0,1
searchengineland.com,0,0,1,1,0,0,0,0,0,0,0,1
oneplus.net,0,0,1,3,0,0,0,0,0,1,0,1
jezebel.com,0,0,1,2,0,0,0,0,0,0,0,1
steamcommunity.com,0,0,1,2,0,0,0,0,0,0,0,1
aljazeera.net,0,0,1,4,0,0,0,0,0,0,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,0,0,0
variety.com,0,0,1,8,0,0,0,0,0,0,0,0
ink361.com,0,0,1,6,0,0,0,0,0,1,0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,0,0,0
hubpages.com,0,0,1,2,0,0,0,0,0,0,0,1
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,1
mirtesen.ru,0,0,1,1,0,0,0,0,0,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,0,0,0
udn.com,0,0,1,4,0,0,0,0,0,0,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0
bluegape.com,0,0,1,5,0,0,0,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1
mirtesen.ru,0,0,1,1,0,0,0,0,0,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
indianexpress.com,0,0,1,5,0,0,0,0,0,0,0,0
irecommend.ru,0,0,1,2,0,0,0,0,0,0,0,1
persianblog.ir,0,0,1,3,0,0,0,0,0,0,1,1
pikabu.ru,0,0,1,3,0,0,0,0,0,0,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
depositphotos.com,0,0,1,1,0,0,0,0,0,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
onedio.com,0,0,1,2,0,0,0,0,0,0,0,0
cox.com,0,0,1,4,0,0,1,0,0,0,0,0
olx.co.id,0,0,1,7,0,0,1,0,0,0,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,0,0,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,1
aljazeera.net,0,0,1,6,0,0,0,0,0,0,0,0
perezhilton.com,0,0,1,2,0,0,0,0,0,0,0,0
hubpages.com,0,0,1,2,0,0,0,0,0,0,0,1
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,0,0
wikiwiki.jp,0,0,1,1,0,0,0,0,0,0,1,1
twitter.com,0,0,1,1,0,0,0,0,0,0,0,0
olx.ua,0,0,1,2,0,0,0,0,0,0,1,1
cheezburger.com,0,0,1,2,0,0,0,0,0,0,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,0,0
telegraf.com.ua,0,0,1,3,0,0,0,0,0,0,1,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,1
olx.ua,0,0,1,3,0,0,0,0,0,0,1,1
plarium.com,0,0,1,5,0,0,0,0,0,0,0,1
500px.com,0,0,1,3,0,0,1,0,0,0,0,1
pornsharing.com,0,0,1,1,0,0,0,0,0,1,0,0
olx.ro,0,0,1,7,0,0,0,0,0,0,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,0,0,0
babal.net,0,0,1,3,0,0,0,0,0,1,0,1
sfglobe.com,0,0,1,4,0,0,0,0,0,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0
abc.go.com,0,0,1,5,0,0,0,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0
olx.ua,0,0,1,3,0,0,0,0,0,0,1,1
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0
icicibank.com,0,0,1,4,0,0,0,0,0,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,1
web.de,0,0,1,4,0,0,0,0,0,0,1,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
kakaku.com,0,0,1,1,0,0,0,0,0,0,0,1
web.de,0,0,1,5,0,0,0,0,0,0,1,1
akhbarelyom.com,0,0,1,5,0,0,0,0,0,0,0,0
myegy.to,0,0,1,3,0,0,0,0,0,1,1,1
lifehacker.com,0,0,1,2,0,0,0,0,0,0,0,0
uproxx.com,0,0,1,4,0,0,1,0,0,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
jalopnik.com,0,0,1,1,0,0,0,0,0,0,0,0
codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,1
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,0,0
xossip.com,0,0,1,1,0,0,0,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,0,1
qz.com,0,0,1,2,0,0,0,0,0,0,0,0
udn.com,0,0,1,4,0,0,0,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,0,1
allrecipes.com,0,0,1,4,0,0,0,0,0,0,0,1
elitedaily.com,0,0,1,4,0,0,0,0,0,0,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,0,1,0
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,1
mediaset.it,0,0,1,5,0,0,0,0,0,0,0,0
fc2.com,0,0,1,3,0,0,0,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,1
motthegioi.vn,0,0,1,3,0,0,0,0,0,1,1,1
thechive.com,0,0,1,4,0,0,0,0,0,0,0,1
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,1,1
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0
zozo.jp,0,0,1,2,0,0,0,0,0,0,1,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
babal.net,0,0,1,3,0,0,0,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,0,0,1
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,0,0
oneplus.net,0,0,1,4,0,0,0,0,0,1,0,1
kakaku.com,0,0,1,6,0,0,0,0,0,0,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,0,0,0
sberbank.ru,0,0,1,6,0,0,0,0,0,0,0,1
otomoto.pl,0,0,1,3,0,0,0,0,0,0,0,1
gawker.com,0,0,1,2,0,0,0,0,0,0,0,0
katproxy.com,0,0,1,3,0,0,0,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,1
web.de,0,0,1,5,0,0,0,0,0,0,1,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
tunein.com,0,0,1,5,0,0,0,0,0,0,0,1
themeforest.net,0,0,1,1,0,0,0,0,0,0,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
seesaawiki.jp,0,0,1,3,0,0,0,0,0,0,1,1
anysex.com,0,0,1,3,0,0,1,0,0,0,0,0
digg.com,0,0,1,2,0,0,0,0,0,0,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,1
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,1,1
askubuntu.com,0,0,1,3,0,0,0,0,0,0,0,0
medium.com,0,0,1,2,0,0,0,0,0,0,0,1
pornsharing.com,0,0,1,1,0,0,0,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0
techcrunch.com,0,0,1,3,0,0,0,0,0,0,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,0,0
megogo.net,0,0,1,3,0,0,0,0,0,0,0,0
allegro.pl,0,0,1,2,0,0,0,0,0,0,0,0
codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0
olx.ua,0,0,1,3,0,0,0,0,0,0,1,1
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0
variety.com,0,0,1,4,0,0,0,0,0,0,0,0
olx.in,0,0,1,3,0,0,0,0,0,0,0,1
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,0
mediaset.it,0,0,1,3,0,0,0,0,0,0,0,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,0,1
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
otomoto.pl,0,0,1,5,0,0,0,0,0,0,0,1
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
otomoto.pl,0,0,1,2,0,0,0,0,0,0,0,1
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,0,0,0
mashable.com,0,0,1,6,0,0,0,0,0,0,0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,0,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
thenextweb.com,0,0,1,5,0,0,0,0,0,0,0,1
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,0,0
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,1
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1
icicibank.com,0,0,1,3,0,0,0,0,0,0,0,0
twitter.com,0,0,1,1,0,0,0,0,0,0,0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,0,0,0
myspace.com,0,0,1,5,0,0,0,0,0,0,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,0,1,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,1
torcache.net,0,0,1,2,0,0,0,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,1
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
slashdot.org,0,0,1,3,0,0,0,0,0,0,0,0
medium.com,0,1,1,2,0,0,0,0,0,0,0,1
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,0
jezebel.com,0,0,1,2,0,0,0,0,0,0,0,1
indianexpress.com,0,0,1,3,0,0,0,0,0,0,0,0
popupads.ir,0,0,1,1,0,0,0,0,0,1,1,1
soundcloud.com,0,0,1,2,0,0,0,0,0,0,0,1
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0
olx.ro,0,0,1,7,0,0,0,0,0,0,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
ero-video.net,0,0,1,2,0,0,0,1,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,1
mediaset.it,0,0,1,3,0,0,0,0,0,0,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
bdnews24.com,0,0,1,5,0,0,0,0,0,0,0,0
web.de,0,0,1,4,0,0,0,0,0,0,1,1
lifehacker.com,0,0,1,2,0,0,0,0,0,0,0,0
auto.ru,0,0,1,4,0,0,0,0,0,0,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0
bleacherreport.com,0,0,1,2,0,0,1,0,0,0,0,1
olx.ua,0,0,1,2,0,0,0,0,0,0,1,1
plarium.com,0,0,1,5,0,0,0,0,0,0,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,0,0
lifehacker.com,0,0,1,2,0,0,0,0,0,0,0,0
correios.com.br,0,0,1,3,0,0,0,0,0,0,1,0
wikiwiki.jp,0,0,1,1,0,0,0,0,0,0,1,1
xvideo-jp.com,0,0,1,3,0,0,0,1,0,0,0,1
jezebel.com,0,0,1,3,0,0,0,0,0,0,0,1
xhamster.com,0,0,1,3,0,0,0,0,0,0,0,1
xhamster.com,0,0,1,3,0,0,0,0,0,0,0,1
mixi.jp,0,0,1,1,1,0,0,0,0,0,1,1
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1
thenextweb.com,0,0,1,5,0,0,0,0,0,0,0,1
kenh14.vn,0,0,1,2,0,0,0,0,0,0,1,1
tunein.com,0,0,1,5,0,0,0,0,0,0,0,1
olx.ro,0,0,1,7,0,0,0,0,0,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0
mic.com,0,0,1,3,0,0,0,0,0,0,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,0,0
venturebeat.com,0,0,1,4,0,0,1,0,0,0,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
eksisozluk.com,0,0,1,1,0,0,0,0,0,0,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,0
pikabu.ru,0,0,1,3,0,0,0,0,0,0,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,0
ck101.com,0,0,1,1,0,0,0,0,0,0,0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,0,0,0
metro.co.uk,0,0,1,4,0,0,0,0,0,0,1,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,0,0,1,0
eksisozluk.com,0,0,1,0,0,0,0,0,0,0,0,0
ink361.com,0,0,1,6,0,0,0,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,0,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,0,0
perezhilton.com,0,0,1,1,0,0,0,0,0,0,0,0
steamcommunity.com,0,0,1,4,1,0,0,0,0,0,0,1
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0
moviepilot.com,0,0,1,5,0,0,1,0,0,1,0,1
olx.ua,0,0,1,2,0,0,0,0,0,0,1,1
qz.com,0,0,1,2,0,0,0,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0
spankbang.com,0,0,1,3,0,0,0,0,0,0,0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,0,0,0
jezebel.com,0,0,1,2,0,0,0,0,0,0,0,1
indianexpress.com,0,0,1,3,0,0,0,0,0,0,0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,0,0,0
1337x.to,0,0,1,3,0,0,0,0,0,0,1,1
olx.ro,0,0,1,7,0,0,0,0,0,0,0,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,0,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,0,0,0
babal.net,0,0,1,4,0,0,0,0,0,1,0,1
skyrock.com,0,0,1,2,0,0,0,0,0,0,0,1
skyrock.com,0,0,1,2,0,0,0,0,0,0,0,1
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0
